"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"gene_synonyms"	"product_synonyms"	"RegulonDB_TF"	"Zika_gene_id"	"Zika_symbol"	"Zika_bnumber"	"Zika_essentiality"	"Zika_product"	"Zika_start"	"Zika_stop"	"Zika_strand"	"Zika_type"	"Zika_TF"	"test_start"	"test_stop"	"test_strand"
"b0406"	"tgt"	"426137"	"427264"	"+"	"0"	"ECK120000985"	"tgt"	"b0406"	"426137"	"427264"	"+"	NA	"ECK120005461"	"tRNA-guanine transglycosylase"	NA	"b0406,ECK0400,EG10996,vacC(S.f.),tgt,ECK120000985"	"Tgt,ECK120005461"	"0"	"643"	"tgt"	"b0406"	NA	"tRNA-guanine transglycosylase"	"426137"	"427264"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0068"	"thiB"	"74497"	"75480"	"-"	"0"	"ECK120001526"	"thiB"	"b0068"	"74497"	"75480"	"-"	NA	"ECK120006002"	"thiamine ABC transporter periplasmic binding protein"	NA	"b0068,ECK0069,EG11574,sfuA,tbpA,yabL,thiB,ECK120001526"	"SfuA,TBP,TbpA,ThiB,YabL,ECK120006002"	"0"	"365"	"thiB"	"b0068"	NA	"thiamine ABC transporter periplasmic binding protein"	"74497"	"75480"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3994"	"thiC"	"4194204"	"4196099"	"-"	"0"	"ECK120001535"	"thiC"	"b3994"	"4194204"	"4196099"	"-"	NA	"ECK120006011"	"phosphomethylpyrimidine synthase"	NA	"b3994,ECK3986,EG11585,thiC,ECK120001535"	"ThiC,ECK120006011"	"0"	"3730"	"thiC"	"b3994"	NA	"phosphomethylpyrimidine synthase"	"4194204"	"4196099"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2103"	"thiD"	"2183716"	"2184516"	"-"	"0"	"ECK120003718"	"thiD"	"b2103"	"2183716"	"2184516"	"-"	NA	"ECK120008167"	"bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"	NA	"b2103,ECK2096,G7135,thiA,thiJ,thiN,thiD,ECK120003718"	"ThiA,ThiD,ThiJ,ThiN,ECK120008167"	"0"	"2109"	"thiD"	"b2103"	NA	"bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"	"2183716"	"2184516"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3993"	"thiE"	"4193569"	"4194204"	"-"	"0"	"ECK120001536"	"thiE"	"b3993"	"4193569"	"4194204"	"-"	NA	"ECK120006012"	"thiamine phosphate synthase"	NA	"b3993,ECK3985,EG11586,thiA,thiE,ECK120001536"	"ThiA,ThiE,ECK120006012"	"0"	"3729"	"thiE"	"b3993"	NA	"thiamine phosphate synthase"	"4193569"	"4194204"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3992"	"thiF"	"4192821"	"4193576"	"-"	"0"	"ECK120001537"	"thiF"	"b3992"	"4192821"	"4193576"	"-"	NA	"ECK120006013"	"ThiS adenylyltransferase"	NA	"b3992,ECK3984,EG11587,thiA,thiF,ECK120001537"	"ThiA,thiamine (thiazole moiety) biosynthesis protein,ThiF,ECK120006013"	"0"	"3728"	"thiF"	"b3992"	NA	"ThiS adenylyltransferase"	"4192821"	"4193576"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3991"	"thiG"	"4191865"	"4192635"	"-"	"0"	"ECK120001538"	"thiG"	"b3991"	"4191865"	"4192635"	"-"	NA	"ECK120006014"	"1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase"	NA	"b3991,ECK3982,EG11589,thiB,thiG,ECK120001538"	"ThiB,ThiG,ECK120006014"	"0"	"3726"	"thiG"	"b3991"	NA	"1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase"	"4191865"	"4192635"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3990"	"thiH"	"4190735"	"4191868"	"-"	"0"	"ECK120001539"	"thiH"	"b3990"	"4190735"	"4191868"	"-"	NA	"ECK120006015"	"2-iminoacetate synthase"	NA	"b3990,ECK3981,EG11590,thiB,thiH,ECK120001539"	"ThiB,ThiH,ECK120006015"	"0"	"3725"	"thiH"	"b3990"	NA	"2-iminoacetate synthase"	"4190735"	"4191868"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0423"	"thiI"	"441549"	"442997"	"+"	"0"	"ECK120002849"	"thiI"	"b0423"	"441549"	"442997"	"+"	NA	"ECK120007319"	"tRNA uridine 4-sulfurtransferase"	NA	"b0423,ECK0417,G6238,nuvA,nuvC,yajK,thiI,ECK120002849"	"NuvA,NuvC,ThiI,YajK,ECK120007319"	"0"	"659"	"thiI"	"b0423"	NA	"tRNA uridine 4-sulfurtransferase"	"441549"	"442997"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1106"	"thiK"	"1163260"	"1164084"	"+"	"0"	"ECK120003162"	"thiK"	"b1106"	"1163260"	"1164084"	"+"	NA	"ECK120007621"	"thiamine kinase"	NA	"b1106,ECK1092,G6566,ycfN,thiK,ECK120003162"	"ThiK,YcfN,ECK120007621"	"0"	"1252"	"thiK"	"b1106"	NA	"thiamine kinase"	"1163260"	"1164084"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0417"	"thiL"	"435634"	"436611"	"+"	"0"	"ECK120002846"	"thiL"	"b0417"	"435634"	"436611"	"+"	NA	"ECK120007316"	"thiamine monophosphate kinase"	NA	"b0417,ECK0411,G6234,thiJ,thiL,ECK120002846"	"ATP:thiamine-phosphate phosphotransferase,ThiJ,ThiL,ECK120007316"	"0"	"653"	"thiL"	"b0417"	NA	"thiamine monophosphate kinase"	"435634"	"436611"	"+"	"CDS"	NA	"1"	"1"	"1"
"b2104"	"thiM"	"2184513"	"2185301"	"-"	"0"	"ECK120004467"	"thiM"	"b2104"	"2184513"	"2185301"	"-"	NA	"ECK120008903"	"hydroxyethylthiazole kinase"	NA	"b2104,ECK2097,M007,thiM,ECK120004467"	"ThiM,ECK120008903"	"0"	"2110"	"thiM"	"b2104"	NA	"hydroxyethylthiazole kinase"	"2184513"	"2185301"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0067"	"thiP"	"72911"	"74521"	"-"	"0"	"ECK120001525"	"thiP"	"b0067"	"72911"	"74521"	"-"	NA	"ECK120006001"	"thiamine ABC transporter membrane subunit"	NA	"b0067,ECK0068,EG11573,sfuB,yabK,thiP,ECK120001525"	"SfuB,ThiP,YabK,ECK120006001"	"0"	"364"	"thiP"	"b0067"	NA	"thiamine ABC transporter membrane subunit"	"72911"	"74521"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0066"	"thiQ"	"72229"	"72927"	"-"	"0"	"ECK120001524"	"thiQ"	"b0066"	"72229"	"72927"	"-"	NA	"ECK120006000"	"thiamine ABC transporter ATP binding subunit"	NA	"b0066,ECK0067,EG11572,sfuC,yabJ,thiQ,ECK120001524"	"SfuC,ThiQ,YabJ,ECK120006000"	"0"	"363"	"thiQ"	"b0066"	NA	"thiamine ABC transporter ATP binding subunit"	"72229"	"72927"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4407"	"thiS"	"4192637"	"4192837"	"-"	"0"	"ECK120002671"	"thiS"	"b4407"	"4192637"	"4192837"	"-"	NA	"ECK120007145"	"sulfur carrier protein ThiS"	NA	"b4407,ECK3983,G1,thiG1,thiS,ECK120002671"	"ThiS,ECK120007145"	"0"	"3727"	"thiS"	"b4407"	NA	"sulfur carrier protein ThiS"	"4192637"	"4192837"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0147"	"thpR"	"161501"	"162031"	"-"	"0"	"ECK120002205"	"thpR"	"b0147"	"161501"	"162031"	"-"	NA	"ECK120006680"	"RNA 2',3'-cyclic phosphodiesterase"	NA	"b0147,ECK0146,EG12330,ligT,yadP,thpR,ECK120002205"	"LigT,ThpR,YadP,ECK120006680"	"0"	"437"	"ligT"	"b0147"	NA	"RNA 2,3-cyclic phosphodiesterase"	"161501"	"162031"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0002"	"thrA"	"337"	"2799"	"+"	"0"	"ECK120000987"	"thrA"	"b0002"	"337"	"2799"	"+"	NA	"ECK120005463"	"fused aspartate kinase/homoserine dehydrogenase 1"	NA	"b0002,ECK0002,EG10998,Hs,thrA1,thrA2,thrD,thrA,ECK120000987"	"ThrA,ThrD,ECK120005463"	"0"	"305"	"thrA"	"b0002"	NA	"fused aspartate kinase/homoserine dehydrogenase 1"	"337"	"2799"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0003"	"thrB"	"2801"	"3733"	"+"	"0"	"ECK120000988"	"thrB"	"b0003"	"2801"	"3733"	"+"	NA	"ECK120005464"	"homoserine kinase"	NA	"b0003,ECK0003,EG10999,thrB,ECK120000988"	"ThrB,ECK120005464"	"0"	"306"	"thrB"	"b0003"	NA	"homoserine kinase"	"2801"	"3733"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0004"	"thrC"	"3734"	"5020"	"+"	"0"	"ECK120000989"	"thrC"	"b0004"	"3734"	"5020"	"+"	NA	"ECK120005465"	"threonine synthase"	NA	"b0004,ECK0004,EG11000,thrC,ECK120000989"	"ThrC,ECK120005465"	"0"	"307"	"thrC"	"b0004"	NA	"threonine synthase"	"3734"	"5020"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0001"	"thrL"	"190"	"255"	"+"	"0"	"ECK120001251"	"thrL"	"b0001"	"190"	"255"	"+"	NA	"ECK120005727"	"<i>thr</i> operon leader peptide"	NA	"b0001,ECK0001,EG11277,thrL,ECK120001251"	"ThrL,ECK120005727"	"0"	"304"	"thrL"	"b0001"	NA	"thr operon leader peptide"	"190"	"255"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1719"	"thrS"	"1800642"	"1802570"	"-"	"0"	"ECK120000990"	"thrS"	"b1719"	"1800642"	"1802570"	"-"	NA	"ECK120005466"	"threonine&mdash;tRNA ligase"	NA	"b1719,ECK1717,EG11001,thrS,ECK120000990"	"ThrRS,ThrS,ECK120005466"	"0"	"1777"	"thrS"	"b1719"	NA	"threonine--tRNA ligase"	"1800642"	"1802570"	"-"	"CDS"	NA	"1"	"1"	"1"
"b3979"	"thrT"	"4175754"	"4175829"	"+"	"0"	"ECK120002543"	"thrT"	"b3979"	"4175754"	"4175829"	"+"	NA	"ECK120007017"	"tRNA-Thr(GGU)"	"tRNAs"	"b3979,ECK3970,EG30101,b3979_tRNA_4175753_4175829,thrT,ECK120002543"	"tRNA<sup>Thr3</sup>(GGU),tRNA<sup>thrT</sup>,ECK120007017"	"0"	"9026"	"thrT"	"b3979_tRNA_4175753_4175829"	NA	"tRNA-Thr"	"4175754"	"4175829"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b3976"	"thrU"	"4175388"	"4175463"	"+"	"0"	"ECK120002544"	"thrU"	"b3976"	"4175388"	"4175463"	"+"	NA	"ECK120007018"	"tRNA-Thr(UGU)"	"tRNAs"	"b3976,ECK3967,EG30102,b3976_tRNA_4175387_4175463,thrU,ECK120002544"	"tRNA<sup>Thr4</sup>(UGU),tRNA<sup>thrU</sup>,ECK120007018"	"0"	"9023"	"thrU"	"b3976_tRNA_4175387_4175463"	NA	"tRNA-Thr"	"4175388"	"4175463"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b3273"	"thrV"	"3423580"	"3423655"	"-"	"0"	"ECK120002545"	"thrV"	"b3273"	"3423580"	"3423655"	"-"	NA	"ECK120007019"	"tRNA-Thr(GGU)"	"tRNAs"	"b3273,ECK3260,EG30103,b3273_tRNA_3423579_3423655,thrV,ECK120002545"	"tRNA<sup>Thr1</sup>(GGU),tRNA<sup>thrV</sup>,ECK120007019"	"0"	"8974"	"thrV"	"b3273_tRNA_3423579_3423655"	NA	"tRNA-Thr"	"3423580"	"3423655"	"-"	"tRNA"	NA	"1"	"1"	"1"
"b0244"	"thrW"	"262871"	"262946"	"+"	"0"	"ECK120002546"	"thrW"	"b0244"	"262871"	"262946"	"+"	NA	"ECK120007020"	"tRNA-Thr(CGU)"	"tRNAs"	"b0244,ECK0245,EG30104,b0244_tRNA_262870_262946,thrW,ECK120002546"	"tRNA<sup>Thr2</sup>(CGU),tRNA<sup>thrW</sup>,ECK120007020"	"0"	"8806"	"thrW"	"b0244_tRNA_262870_262946"	NA	"tRNA-Thr"	"262871"	"262946"	"+"	"tRNA"	NA	"1"	"1"	"1"
"b2827"	"thyA"	"2964361"	"2965155"	"-"	"0"	"ECK120000991"	"thyA"	"b2827"	"2964361"	"2965155"	"-"	NA	"ECK120005467"	"thymidylate synthase"	NA	"b2827,ECK2823,EG11002,thyA,ECK120000991"	"ThyA,ECK120005467"	"0"	"2739"	"thyA"	"b2827"	NA	"thymidylate synthase"	"2964361"	"2965155"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0436"	"tig"	"455133"	"456431"	"+"	"0"	"ECK120000992"	"tig"	"b0436"	"455133"	"456431"	"+"	NA	"ECK120005468"	"trigger factor"	NA	"b0436,ECK0430,EG11003,tig,ECK120000992"	"chaperone protein Tig,Tig,ECK120005468"	"0"	"671"	"tig"	"b0436"	NA	"trigger factor"	"455133"	"456431"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0188"	"tilS"	"212331"	"213629"	"+"	"0"	"ECK120002716"	"tilS"	"b0188"	"212331"	"213629"	"+"	NA	"ECK120007190"	"tRNA<sup>Ile</sup>-lysidine synthetase"	NA	"b0188,ECK0187,G6096,mesJ,yaeN,tilS,ECK120002716"	"MesJ,TilS,YaeN,ECK120007190"	"0"	"475"	"tilS"	"b0188"	NA	"tRNA(Ile)-lysidine synthetase"	"212331"	"213629"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4617"	"tisA"	"3853443"	"3853556"	"+"	"0"	"ECK120002668"	"tisA"	"b4617"	"3853443"	"3853556"	"+"	"Phantom Gene"	NA	NA	NA	"b4617,ECK4426,G0-9961,ysdA,NA,tisA,ECK120002668"	"b4617,NA"	"0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"b4618"	"tisB"	"3853553"	"3853642"	"+"	"0"	"ECK120002669"	"tisB"	"b4618"	"3853553"	"3853642"	"+"	NA	"ECK120007143"	"membrane-depolarizing toxin TisB"	NA	"b4618,ECK4427,G0-9962,ysdB,tisB,ECK120002669"	"TisB,toxic peptide TisB,YsdB,ECK120007143"	"0"	"3469"	"tisB"	"b4618"	NA	"membrane-depolarizing toxin TisB"	"3853553"	"3853642"	"+"	"CDS"	NA	"1"	"1"	"1"
"b2935"	"tktA"	"3079644"	"3081635"	"-"	"0"	"ECK120001391"	"tktA"	"b2935"	"3079644"	"3081635"	"-"	NA	"ECK120005867"	"transketolase 1"	NA	"b2935,ECK2930,EG11427,tkt,tktA,ECK120001391"	"Tkt,TktA,transketolase I,ECK120005867"	"0"	"2823"	"tktA"	"b2935"	NA	"transketolase 1"	"3079644"	"3081635"	"-"	"CDS"	NA	"1"	"1"	"1"
"b2465"	"tktB"	"2579636"	"2581639"	"+"	"0"	"ECK120002005"	"tktB"	"b2465"	"2579636"	"2581639"	"+"	NA	"ECK120006481"	"transketolase 2"	NA	"b2465,ECK2460,EG12100,tktB,ECK120002005"	"TktB,transketolase II,ECK120006481"	"0"	"2430"	"tktB"	"b2465"	NA	"transketolase 2"	"2579636"	"2581639"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3244"	"tldD"	"3390583"	"3392028"	"-"	"0"	"ECK120004236"	"tldD"	"b3244"	"3390583"	"3392028"	"-"	NA	"ECK120008678"	"metalloprotease subunit TldD"	NA	"b3244,ECK3233,G7689,yhdO,tldD,ECK120004236"	"protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,TldD,YhdO,ECK120008678"	"0"	"3088"	"tldD"	"b3244"	NA	"metalloprotease TldD"	"3390583"	"3392028"	"-"	"CDS"	NA	"1"	"1"	"1"
"b4235"	"tldE"	"4457959"	"4459311"	"+"	"0"	"ECK120000732"	"tldE"	"b4235"	"4457959"	"4459311"	"+"	NA	"ECK120005208"	"metalloprotease subunit TldE"	NA	"b4235,ECK4230,EG10741,mcb,pmbA,tldE,ECK120000732"	"Mcb,PmbA,protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,TldE,ECK120005208"	"0"	"3942"	"pmbA"	"b4235"	NA	"metalloprotease PmbA"	"4457959"	"4459311"	"+"	"CDS"	NA	"1"	"1"	"1"
"b2474"	"tmcA"	"2593844"	"2595859"	"-"	"0"	"ECK120003870"	"tmcA"	"b2474"	"2593844"	"2595859"	"-"	NA	"ECK120008318"	"tRNA<sup>Met</sup> cytidine acetyltransferase"	NA	"b2474,ECK2470,G7297,ypfI,tmcA,ECK120003870"	"TmcA,YpfI,ECK120008318"	"0"	"2441"	"tmcA"	"b2474"	NA	"tRNA(Met) cytidine acetyltransferase"	"2593844"	"2595859"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1098"	"tmk"	"1155124"	"1155765"	"+"	"0"	"ECK120002181"	"tmk"	"b1098"	"1155124"	"1155765"	"+"	NA	"ECK120006656"	NA	NA	"b1098,ECK1084,EG12302,ycfG,tmk,ECK120002181"	"Tmk,YcfG,ECK120006656"	"0"	"1244"	"tmk"	"b1098"	NA	"hypothetical protein"	"1155124"	"1155765"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3708"	"tnaA"	"3888730"	"3890145"	"+"	"0"	"ECK120000994"	"tnaA"	"b3708"	"3888730"	"3890145"	"+"	NA	"ECK120005470"	"tryptophanase"	NA	"b3708,ECK3701,EG11005,ind,tnaR,tnaA,ECK120000994"	"Ind,TnaA,TnaR,ECK120005470"	"0"	"3498"	"tnaA"	"b3708"	NA	"tryptophanase"	"3888730"	"3890145"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3709"	"tnaB"	"3890236"	"3891483"	"+"	"0"	"ECK120000995"	"tnaB"	"b3709"	"3890236"	"3891483"	"+"	NA	"ECK120005471"	"tryptophan:H<sup>+</sup> symporter TnaB"	NA	"b3709,ECK3702,EG11006,tnaP,trpP,tnaB,ECK120000995"	"TnaB,TnaB tryptophan ArAAP transporter,TnaP,TrpP,ECK120005471"	"0"	"3499"	"tnaB"	"b3709"	NA	"tryptophan:H(+) symporter TnaB"	"3890236"	"3891483"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3707"	"tnaC"	"3888435"	"3888509"	"+"	"0"	"ECK120001250"	"tnaC"	"b3707"	"3888435"	"3888509"	"+"	NA	"ECK120005726"	"<i>tnaAB</i> operon leader peptide"	NA	"b3707,ECK3700,EG11276,tnaL,tnaC,ECK120001250"	"TnaC,TnaL,tryptophanase leader peptide,tryptophanase operon leader peptide,ECK120005726"	"0"	"3497"	"tnaC"	"b3707"	NA	"tnaAB operon leader peptide"	"3888435"	"3888509"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0739"	"tolA"	"776342"	"777607"	"+"	"0"	"ECK120000996"	"tolA"	"b0739"	"776342"	"777607"	"+"	NA	"ECK120005472"	"Tol-Pal system protein TolA"	NA	"b0739,cim,ECK0728,EG11007,excC,lky,tol-2,tolA,ECK120000996"	"Cim,ExcC,Lky,TolA,ECK120005472"	"0"	"921"	"tolA"	"b0739"	NA	"Tol-Pal system protein TolA"	"776342"	"777607"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0740"	"tolB"	"777740"	"779032"	"+"	"0"	"ECK120000997"	"tolB"	"b0740"	"777740"	"779032"	"+"	NA	"ECK120005473"	"Tol-Pal system periplasmic protein TolB"	NA	"b0740,ECK0729,EG11008,lky,lkyA,tol-3,tolB,ECK120000997"	"Lky,LkyA,TolB,ECK120005473"	"0"	"922"	"tolB"	"b0740"	NA	"Tol-Pal system periplasmic protein TolB"	"777740"	"779032"	"+"	"CDS"	NA	"1"	"1"	"1"
"b3035"	"tolC"	"3178115"	"3179596"	"+"	"0"	"ECK120000998"	"tolC"	"b3035"	"3178115"	"3179596"	"+"	NA	"ECK120005474"	"outer membrane channel TolC"	NA	"b3035,colE1-i,ECK3026,EG11009,mtcB,mukA,refI,toc,weeA,tolC,ECK120000998"	"MtcB,MukA,RefI,Toc,TolC,WeeA,ECK120005474"	"0"	"2906"	"tolC"	"b3035"	NA	"outer membrane channel TolC"	"3178115"	"3179596"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0737"	"tolQ"	"775153"	"775845"	"+"	"0"	"ECK120000999"	"tolQ"	"b0737"	"775153"	"775845"	"+"	NA	"ECK120005475"	"Tol-Pal system protein TolQ"	NA	"b0737,ECK0726,EG11010,fii,tolP,tolQ,ECK120000999"	"Fii,TolP,TolQ,ECK120005475"	"0"	"919"	"tolQ"	"b0737"	NA	"Tol-Pal system protein TolQ"	"775153"	"775845"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0738"	"tolR"	"775849"	"776277"	"+"	"0"	"ECK120001000"	"tolR"	"b0738"	"775849"	"776277"	"+"	NA	"ECK120005476"	"Tol-Pal system protein TolR"	NA	"b0738,ECK0727,EG11011,tolR,ECK120001000"	"TolR,ECK120005476"	"0"	"920"	"tolR"	"b0738"	NA	"Tol-Pal system protein TolR"	"775849"	"776277"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0461"	"tomB"	"480334"	"480708"	"-"	"0"	"ECK120002285"	"tomB"	"b0461"	"480334"	"480708"	"-"	NA	"ECK120006760"	"Hha toxicity modulator TomB"	NA	"b0461,ECK0455,EG12429,ybaJ,tomB,ECK120002285"	"TomB,YbaJ,ECK120006760"	"0"	"692"	"tomB"	"b0461"	NA	"protein that modulates Hha toxicity"	"480334"	"480708"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1252"	"tonB"	"1311089"	"1311808"	"+"	"0"	"ECK120001001"	"tonB"	"b1252"	"1311089"	"1311808"	"+"	NA	"ECK120005477"	"Ton complex subunit TonB"	NA	"b1252,ECK1246,EG11012,exbA,T1rec,tonB,ECK120001001"	"ExbA,TonB,ECK120005477"	"0"	"1383"	"tonB"	"b1252"	NA	"Ton complex subunit TonB"	"1311089"	"1311808"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1274"	"topA"	"1331048"	"1333645"	"+"	"0"	"ECK120001002"	"topA"	"b1274"	"1331048"	"1333645"	"+"	NA	"ECK120005478"	"DNA topoisomerase 1"	NA	"b1274,ECK1268,EG11013,supX,topA,ECK120001002"	"DNA topoisomerase I (&omega; protein),SupX,TopA,Topo I,ECK120005478"	"0"	"1403"	"topA"	"b1274"	NA	"DNA topoisomerase 1"	"1331048"	"1333645"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4566"	"topAI"	"4533796"	"4534053"	"-"	"0"	"ECK120016325"	"topAI"	"b4566"	"4533796"	"4534053"	"-"	NA	"ECK120016398"	"KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor"	NA	"b4566,ECK4298,G0-10473,yjhX,topAI,ECK120016325"	"TopAI,YjhX,ECK120016398"	"0"	"3994"	"yjhX"	"b4566"	NA	"KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor"	"4533796"	"4534053"	"-"	"CDS"	NA	"1"	"1"	"1"
"b1763"	"topB"	"1844999"	"1846960"	"-"	"0"	"ECK120001003"	"topB"	"b1763"	"1844999"	"1846960"	"-"	NA	"ECK120005479"	"DNA topoisomerase III"	NA	"b1763,ECK1761,EG11014,mutR,topB,ECK120001003"	"MutR,TopB,Topo III,ECK120005479"	"0"	"1818"	"topB"	"b1763"	NA	"DNA topoisomerase III"	"1844999"	"1846960"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0997"	"torA"	"1059256"	"1061802"	"+"	"0"	"ECK120001747"	"torA"	"b0997"	"1059256"	"1061802"	"+"	NA	"ECK120006223"	"trimethylamine <i>N</i>-oxide reductase 1"	NA	"b0997,ECK0988,EG11814,torA,ECK120001747"	"TorA,ECK120006223"	"0"	"1155"	"torA"	"b0997"	NA	"trimethylamine N-oxide reductase 1"	"1059256"	"1061802"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0996"	"torC"	"1058084"	"1059256"	"+"	"0"	"ECK120001748"	"torC"	"b0996"	"1058084"	"1059256"	"+"	NA	"ECK120006224"	"cytochrome <i>c</i> menaquinol dehydrogenase TorC"	NA	"b0996,ECK0987,EG11815,torC,ECK120001748"	"TorC,ECK120006224"	"0"	"1154"	"torC"	"b0996"	NA	"cytochrome c menaquinol dehydrogenase TorC"	"1058084"	"1059256"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0998"	"torD"	"1061799"	"1062398"	"+"	"0"	"ECK120002084"	"torD"	"b0998"	"1061799"	"1062398"	"+"	NA	"ECK120006560"	"trimethylamine-N-oxide reductase-specific chaperone"	NA	"b0998,ECK0989,EG12195,torD,ECK120002084"	"TorD,ECK120006560"	"0"	"1156"	"torD"	"b0998"	NA	"trimethylamine-N-oxide reductase-specific chaperone"	"1061799"	"1062398"	"+"	"CDS"	NA	"1"	"1"	"1"
"b4501"	"torI"	"2476310"	"2476510"	"+"	"0"	"ECK120002665"	"torI"	"b4501"	"2476310"	"2476510"	"+"	NA	"ECK120007139"	"CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor"	NA	"b4501,ECK2359,G0-9621,torI,ECK120002665"	"TorI,ECK120007139"	"0"	"2341"	"torI"	"b4501"	NA	"CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor"	"2476310"	"2476510"	"+"	"CDS"	NA	"1"	"1"	"1"
"b0995"	"torR"	"1057262"	"1057954"	"-"	"2"	"ECK120002334"	"torR"	"b0995"	"1057262"	"1057954"	"-"	NA	"ECK120006809"	"DNA-binding transcriptional dual regulator TorR"	NA	"b0995,ECK0986,EG12615,torR,ECK120002334"	"TorR,TorR response regulator,ECK120006809"	"1"	"205"	"torR"	"b0995"	"non-essential"	"DNA-binding transcriptional dual regulator TorR"	"1057262"	"1057954"	"-"	"CDS"	"1"	"1"	"1"	"1"
"b0993"	"torS"	"1053434"	"1056178"	"-"	"0"	"ECK120003114"	"torS"	"b0993"	"1053434"	"1056178"	"-"	NA	"ECK120007575"	"sensory histidine kinase TorS"	NA	"b0993,ECK0984,G6514,yccI,torS,ECK120003114"	"TorS,YccI,ECK120007575"	"0"	"1152"	"torS"	"b0993"	NA	"sensory histidine kinase TorS"	"1053434"	"1056178"	"-"	"CDS"	NA	"1"	"1"	"1"
"b0994"	"torT"	"1056261"	"1057289"	"+"	"0"	"ECK120003115"	"torT"	"b0994"	"1056261"	"1057289"	"+"	NA	"ECK120007576"	"periplasmic trimethylamine-N-oxide binding protein"	NA	"b0994,ECK0985,G6515,yccH,torT,ECK120003115"	"TorT,YccH,ECK120007576"	"0"	"1153"	"torT"	"b0994"	NA	"periplasmic trimethylamine-N-oxide binding protein"	"1056261"	"1057289"	"+"	"CDS"	NA	"1"	"1"	"1"
"b1873"	"torY"	"1957032"	"1958132"	"-"	"0"	"ECK120003610"	"torY"	"b1873"	"1957032"	"1958132"	"-"	NA	"ECK120008066"	"cytochrome <i>c</i> quinol dehydrogenase TorY"	NA	"b1873,ECK1874,G7023,yecK,torY,ECK120003610"	"TorY,YecK,ECK120008066"	"0"	"1925"	"torY"	"b1873"	NA	"cytochrome c quinol dehydrogenase TorY"	"1957032"	"1958132"	"-"	"CDS"	NA	"1"	"1"	"1"
