"Reference_name"	"Reference_bnumber"	"Reference_symbol"	"RegulonDB_tf_id"	"RegulonDB_tf_name"	"RegulonDB_tf_symmetry"	"RegulonDB_tf_family"	"RegulonDB_tf_class"	"RegulonDB_tf_conformation_id"	"RegulonDB_tf_conformation_final_state"	"RegulonDB_tf_conformation_type"	"RegulonDB_tf_interaction_type"	"RegulonDB_tf_apo_holo"	"Uniprot_ID"	"Pfam_ID"	"Refseq_ID"	"product_synonyms"	"RegulonDB_product_name"	"Ecocyc_id"	"gene_synonyms"	"RegulonDB_TF"	"Annotated_TF"	"Predicted_TF_2015"	"Predicted_TF_2020"	"Predicted_TF_2021"	"TF_synonyms"
"Mlc"	"b1594"	"mlc"	"ECK120011240"	"Mlc"	"inverted-repeat"	"ROK"	"Local Regulator"	"ECK125162091,ECK125269264"	"Mlc,Mlc-EIIGlC"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P50456"	"PF00480"	"NP_416111"	"b1594,DgsA,ECK120007897,Mlc"	"DNA-binding transcriptional repressor Mlc"	"G6852"	"b1594,dgsA,ECK120003441,ECK1589,G6852,mlc"	1	1	1	1	1	"b1594,dgsA,DgsA,DNA-binding transcriptional repressor Mlc,ECK120003441,ECK120007897,ECK1589,G6852,mlc,Mlc,Mlc-EIIGlC,NP_416111,P50456"
"MlrA"	"b2127"	"mlrA"	"ECK125134665"	"MlrA"	"inverted-repeat"	"MerR"	"Local Regulator"	"ECK125269278"	"MlrA"	"Active"	NA	NA	"P33358"	"PF13411"	"NP_416631"	"b2127,ECK120006403,MlrA,YehV"	"DNA-binding transcriptional activator MlrA"	"EG12008"	"b2127,ECK120001927,ECK2119,EG12008,mlrA,yehV"	1	1	1	1	1	"b2127,DNA-binding transcriptional activator MlrA,ECK120001927,ECK120006403,ECK2119,EG12008,mlrA,MlrA,NP_416631,P33358,yehV,YehV"
"mltD"	"b0211"	"mltD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0211,DniR,ECK120004716,MltD,YafG"	"membrane-bound lytic murein transglycosylase D"	"EG10246"	"b0211,dniR,ECK0211,ECK120000240,EG10246,mltD,yafG"	0	0	0	0	1	"b0211,dniR,DniR,ECK0211,ECK120000240,ECK120004716,EG10246,membrane-bound lytic murein transglycosylase D,mltD,MltD,yafG,YafG"
"MngR"	"b0730"	"mngR"	"ECK120011949"	"MngR"	NA	"GntR"	"Local Regulator"	"ECK125269461"	"MngR"	"Active"	NA	NA	"P13669"	"PF00392,PF07702"	"NP_415258"	"b0730,ECK120005571,FarR,MngR,YbgB"	"DNA-binding transcriptional repressor MngR"	"EG11109"	"b0730,ECK0718,ECK120001095,EG11109,farR,mngR,ybgB"	1	1	1	1	1	"b0730,DNA-binding transcriptional repressor MngR,ECK0718,ECK120001095,ECK120005571,EG11109,farR,FarR,mngR,MngR,NP_415258,P13669,ybgB,YbgB"
"MntR"	"b0817"	"mntR"	"ECK125302600"	"MntR"	"inverted-repeat"	NA	"Local Regulator"	"ECK125146665,ECK125269371"	"MntR-Cd<sup>2+</sup>,MntR-Mn<SUP>2+</SUP>"	"Active"	"Allosteric"	"Apo,Holo"	"P0A9F1"	"PF01325,PF02742"	"NP_415338"	"b0817,ECK120007481,MntR,YbiQ"	"DNA-binding transcriptional dual regulator MntR"	"G6420"	"b0817,ECK0807,ECK120003020,G6420,mntR,ybiQ"	1	1	1	1	1	"b0817,DNA-binding transcriptional dual regulator MntR,ECK0807,ECK120003020,ECK120007481,G6420,mntR,MntR,MntR-Cd<sup>2+</sup>,MntR-Mn<SUP>2+</SUP>,NP_415338,P0A9F1,ybiQ,YbiQ"
"ModE"	"b0761"	"modE"	"ECK120011220"	"ModE"	NA	"LysR"	"Local Regulator"	"ECK125147233,ECK125269372"	"ModE,ModE-molybdate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0A9G8"	"PF00126,PF03459"	"NP_415282"	"b0761,ChlD,ECK120007456,ModE,ModE-MoO<sub>4</sub><sup>2-</sup>,ModR"	"DNA-binding transcriptional dual regulator ModE"	"G6395"	"b0761,chlD,ECK0750,ECK120002995,G6395,modE,modR"	1	1	1	1	1	"b0761,chlD,ChlD,DNA-binding transcriptional dual regulator ModE,ECK0750,ECK120002995,ECK120007456,G6395,modE,ModE,ModE-molybdate,ModE-MoO<sub>4</sub><sup>2-</sup>,modR,ModR,NP_415282,P0A9G8"
"MprA"	"b2684"	"mprA"	"ECK120011593"	"MprA"	"inverted-repeat"	"MarR"	"Local Regulator"	"ECK125147235,ECK125269324,ECK125272653,ECK125272654,ECK125302604"	"MprA,MprA-2,4-dinitrophenol,MprA-Carbonyl cyanide p-(trifluoro-methoxy)phenylhydrazone,MprA-carbonylcyanide m-chlorophenylhydrazone,MprA-salicylate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACR9"	"PF01047"	"NP_417169"	"b2684,ECK120005072,EmrR,MprA"	"DNA-binding transcriptional regulator MprA"	"EG10603"	"b2684,ECK120000596,ECK2678,EG10603,emrR,mprA"	1	1	1	1	1	"4-dinitrophenol,b2684,DNA-binding transcriptional regulator MprA,ECK120000596,ECK120005072,ECK2678,EG10603,emrR,EmrR,mprA,MprA,MprA-2,MprA-Carbonyl cyanide p-(trifluoro-methoxy)phenylhydrazone,MprA-carbonylcyanide m-chlorophenylhydrazone,MprA-salicylate,NP_417169,P0ACR9"
"MqsA"	"b3021"	"mqsA"	"ECK120051460"	"MqsA"	"inverted-repeat"	"CxxCG_CxxCG_HTH, MqsR"	"Local Regulator"	"ECK125269340"	"MqsA"	"Active"	NA	NA	"Q46864"	"PF15731"	"NP_417493"	"b3021,ECK120008574,MqsA,YgiT"	"antitoxin of the MqsRA toxin-antitoxin system / DNA-binding transcriptional repressor MqsA"	"G7571"	"b3021,ECK120004129,ECK3012,G7571,mqsA,ygiT"	1	1	1	1	0	"antitoxin of the MqsRA toxin-antitoxin system / DNA-binding transcriptional repressor MqsA,b3021,ECK120004129,ECK120008574,ECK3012,G7571,mqsA,MqsA,NP_417493,Q46864,ygiT,YgiT"
"mqsR"	"b3022"	"mqsR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3022,ECK120008575,MqsR,YgiU"	"mRNA interferase toxin MqsR"	"G7572"	"b3022,ECK120004130,ECK3013,G7572,mqsR,ygiU"	0	0	1	1	0	"b3022,ECK120004130,ECK120008575,ECK3013,G7572,mqsR,MqsR,mRNA interferase toxin MqsR,ygiU,YgiU"
"MraZ"	"b0081"	"mraZ"	"ECK125165914"	"MraZ"	"inverted-repeat"	NA	"Local Regulator"	"ECK125269401"	"MraZ"	"Active"	NA	NA	"P22186"	"PF02381"	"NP_414623"	"b0081,ECK120005548,MraZ,YabB"	"DNA-binding transcriptional repressor MraZ"	"EG11084"	"b0081,ECK0082,ECK120001072,EG11084,mraZ,yabB"	1	1	0	1	1	"b0081,DNA-binding transcriptional repressor MraZ,ECK0082,ECK120001072,ECK120005548,EG11084,mraZ,MraZ,NP_414623,P22186,yabB,YabB"
"mtlR"	"b3601"	"mtlR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3601,ECK120006367,MtlR,repressor for mtl"	"transcriptional repressor MtlR"	"EG11965"	"b3601,ECK120001891,ECK3590,EG11965,mtlR"	0	1	1	1	1	"b3601,ECK120001891,ECK120006367,ECK3590,EG11965,mtlR,MtlR,repressor for mtl,transcriptional repressor MtlR"
"MurR"	"b2427"	"murR"	"ECK120048826"	"MurR"	NA	"RpiR"	"Local Regulator"	"ECK125269360,ECK125272665"	"MurR,MurR-<i>N</i>-acetyl-D-muramate 6-phosphate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P77245"	"PF01380,PF01418"	"NP_416922"	"b2427,ECK120008284,MurR,YfeT"	"DNA-binding transcriptional dual regulator MurR"	"G7262"	"b2427,ECK120003836,ECK2422,G7262,murR,yfeT"	1	1	1	1	1	"b2427,DNA-binding transcriptional dual regulator MurR,ECK120003836,ECK120008284,ECK2422,G7262,murR,MurR,MurR-<i>N</i>-acetyl-D-muramate 6-phosphate,NP_416922,P77245,yfeT,YfeT"
"Nac"	"b1988"	"nac"	"ECK120011265"	"Nac"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269298"	"Nac"	"Active"	NA	NA	"Q47005"	"PF00126,PF03466"	"NP_416493"	"b1988,ECK120008111,Nac"	"DNA-binding transcriptional dual regulator Nac"	"G7072"	"b1988,ECK120003658,ECK1983,G7072,nac"	1	1	1	1	1	"b1988,DNA-binding transcriptional dual regulator Nac,ECK120003658,ECK120008111,ECK1983,G7072,nac,Nac,NP_416493,Q47005"
"NadR"	"b4390"	"nadR"	"ECK120013202"	"NadR"	"inverted-repeat"	"HTH_3"	"Local Regulator"	"ECK125269294"	"NadR"	"Active"	NA	NA	"P27278"	"PF01381,PF13521"	"NP_418807"	"b4390,ECK120005782,NadI,NadR"	"DNA-binding transcriptional repressor/NMN adenylyltransferase NadR"	"EG11335"	"b4390,ECK120001306,ECK4382,EG11335,nadI,nadR"	1	1	1	1	0	"b4390,DNA-binding transcriptional repressor/NMN adenylyltransferase NadR,ECK120001306,ECK120005782,ECK4382,EG11335,nadI,NadI,nadR,NadR,NP_418807,P27278"
"NagC"	"b0676"	"nagC"	"ECK120011908"	"NagC"	"inverted-repeat"	"MarR"	"Local Regulator"	"ECK125269289,ECK125272680"	"NagC,NagC-<i>N</i>-acetyl-D-glucosamine 6-phosphate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0AF20"	"PF00480,PF01047"	"NP_415202"	"b0676,ECK120005105,NagC,NagR,transcriptional repressor of nag (N-acetylglucosamine) operon"	"DNA-binding transcriptional dual regulator NagC"	"EG10636"	"b0676,ECK0664,ECK120000629,EG10636,nagC,nagR"	1	1	1	1	1	"b0676,DNA-binding transcriptional dual regulator NagC,ECK0664,ECK120000629,ECK120005105,EG10636,nagC,NagC,NagC-<i>N</i>-acetyl-D-glucosamine 6-phosphate,nagR,NagR,NP_415202,P0AF20,transcriptional repressor of nag (N-acetylglucosamine) operon"
"NanR"	"b3226"	"nanR"	"ECK120012559"	"NanR"	"asymmetric"	"GntR"	"Local Regulator"	"ECK125272685,ECK125303664"	"NanR,NanR-<i>N</i>-acetylneuraminate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0A8W0"	"PF00392,PF07729"	"NP_417693"	"b3226,ECK120008667,NanR,YhcK"	"NanR"	"G7678"	"b3226,ECK120004225,ECK3215,G7678,nanR,yhcK"	1	1	1	1	1	"b3226,ECK120004225,ECK120008667,ECK3215,G7678,nanR,NanR,NanR-<i>N</i>-acetylneuraminate,NP_417693,P0A8W0,yhcK,YhcK"
"NarL"	"b1221"	"narL"	"ECK120011502"	"NarL"	NA	"LuxR/UhpA"	"Local Regulator"	"ECK125147238,ECK125269251"	"NarL,NarL-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0AF28"	"PF00072,PF00196"	"NP_415739"	"b1221,ECK120005112,FrdR,NarL,NarR,nitrate/nitrite response regulator NarL"	"DNA-binding transcriptional dual regulator NarL"	"EG10643"	"b1221,ECK120000636,ECK1215,EG10643,frdR,narL,narR"	1	1	1	1	1	"b1221,DNA-binding transcriptional dual regulator NarL,ECK120000636,ECK120005112,ECK1215,EG10643,frdR,FrdR,narL,NarL,NarL-phosphorylated,narR,NarR,nitrate/nitrite response regulator NarL,NP_415739,P0AF28"
"NarP"	"b2193"	"narP"	"ECK120011508"	"NarP"	"inverted-repeat"	"LuxR/UhpA"	"Local Regulator"	"ECK125147239,ECK125269243"	"NarP,NarP-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P31802"	"PF00072,PF00196"	"NP_416697"	"b2193,ECK120005957,NarP,nitrate/nitrite response regulator NarP"	"DNA-binding transcriptional dual regulator NarP"	"EG11527"	"b2193,ECK120001481,ECK2185,EG11527,narP"	1	1	1	1	1	"b2193,DNA-binding transcriptional dual regulator NarP,ECK120001481,ECK120005957,ECK2185,EG11527,narP,NarP,NarP-phosphorylated,nitrate/nitrite response regulator NarP,NP_416697,P31802"
"NemR"	"b1649"	"nemR"	"ECK120035042"	"NemR"	"inverted-repeat"	"TetR/AcrR"	"Local Regulator"	"ECK125269460,ECK125272638"	"NemR,NemR-methylglyoxal"	"Active,Inactive"	NA	"Apo,Holo"	"P67430"	"PF00440,PF16925"	"NP_416166"	"b1649,ECK120007934,NemR,YdhM"	"DNA-binding transcriptional repressor NemR"	"G6889"	"b1649,ECK120003478,ECK1645,G6889,nemR,ydhM"	1	1	1	1	1	"b1649,DNA-binding transcriptional repressor NemR,ECK120003478,ECK120007934,ECK1645,G6889,nemR,NemR,NemR-methylglyoxal,NP_416166,P67430,ydhM,YdhM"
"NfeR"	"b3071"	"nfeR"	"ECK125134855"	"NfeR"	"inverted-repeat"	"PadR"	"Local Regulator"	"ECK125269421,ECK125272641,ECK125302561"	"NfeR,NfeR-Fe<sup>2+</sup>,NfeR-Ni<SUP>2+</SUP>"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P64588"	"PF03551"	"NP_417542"	"b3071,ECK120008591,NfeR,YqjI"	"DNA-binding transcriptional repressor NfeR"	"G7594"	"b3071,ECK120004148,ECK3061,G7594,nfeR,yqjI"	1	1	1	0	1	"b3071,DNA-binding transcriptional repressor NfeR,ECK120004148,ECK120008591,ECK3061,G7594,nfeR,NfeR,NfeR-Fe<sup>2+</sup>,NfeR-Ni<SUP>2+</SUP>,NP_417542,P64588,yqjI,YqjI"
"NhaR"	"b0020"	"nhaR"	"ECK120011378"	"NhaR"	NA	"LysR"	"Local Regulator"	"ECK125147240,ECK125269314"	"NhaR,NhaR-Na<SUP>+</SUP>"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0A9G2"	"PF00126,PF03466"	"NP_414561"	"AntO,b0020,ECK120005542,NhaR,YaaB"	"DNA-binding transcriptional activator NhaR"	"EG11078"	"antO,b0020,ECK0021,ECK120001066,EG11078,nhaR,yaaB"	1	1	1	1	1	"antO,AntO,b0020,DNA-binding transcriptional activator NhaR,ECK0021,ECK120001066,ECK120005542,EG11078,nhaR,NhaR,NhaR-Na<SUP>+</SUP>,NP_414561,P0A9G2,yaaB,YaaB"
"NikR"	"b3481"	"nikR"	"ECK125302598"	"NikR"	"inverted-repeat"	"CopG"	"Local Regulator"	"ECK125147241,ECK125147242,ECK125147246,ECK125269440,ECK125272668,ECK125286375"	"NikR,NikR-Cd<sup>2+</sup>,NikR-Co<SUP>2+</SUP>,NikR-Cu<SUP>+</SUP>,NikR-Ni<SUP>2+</SUP>,NikR-Zn<SUP>2+</SUP>"	"Active"	"Allosteric"	"Apo,Holo"	"P0A6Z6"	"PF01402,PF08753"	"NP_417938"	"b3481,ECK120005949,NikR,YhhG"	"DNA-binding transcriptional repressor NikR"	"EG11519"	"b3481,ECK120001473,ECK3465,EG11519,nikR,yhhG"	1	1	1	1	1	"b3481,DNA-binding transcriptional repressor NikR,ECK120001473,ECK120005949,ECK3465,EG11519,nikR,NikR,NikR-Cd<sup>2+</sup>,NikR-Co<SUP>2+</SUP>,NikR-Cu<SUP>+</SUP>,NikR-Ni<SUP>2+</SUP>,NikR-Zn<SUP>2+</SUP>,NP_417938,P0A6Z6,yhhG,YhhG"
"NimR"	"b1790"	"nimR"	"ECK125228822"	"NimR"	"inverted-repeat"	"AraC/XylS"	"Local Regulator"	"ECK125269350"	"NimR"	"Active"	NA	NA	"P76241"	"PF02311,PF12833"	"NP_416304"	"b1790,ECK120008019,NimR,YeaM"	"DNA-binding transcriptional repressor NimR"	"G6976"	"b1790,ECK120003563,ECK1788,G6976,nimR,yeaM"	1	1	1	1	1	"b1790,DNA-binding transcriptional repressor NimR,ECK120003563,ECK120008019,ECK1788,G6976,nimR,NimR,NP_416304,P76241,yeaM,YeaM"
"NorR"	"b2709"	"norR"	"ECK120011938"	"NorR"	"inverted-repeat"	"EBP"	"Local Regulator"	"ECK125269399"	"NorR"	"Active"	NA	NA	"P37013"	"PF00158,PF01590"	"NP_417189"	"b2709,ECK120006489,NorR,YgaA"	"DNA-binding transcriptional dual regulator NorR"	"EG12108"	"b2709,ECK120002013,ECK2704,EG12108,norR,ygaA"	1	1	1	1	1	"b2709,DNA-binding transcriptional dual regulator NorR,ECK120002013,ECK120006489,ECK2704,EG12108,norR,NorR,NP_417189,P37013,ygaA,YgaA"
"nrdB"	"b2235"	"nrdB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" &beta; subunit, ferritin-like,b2235,ECK120005130,FtsB,NrdB,ribonucleoside diphosphate reductase 1"	"ribonucleoside-diphosphate reductase 1 subunit &beta;"	"EG10661"	"b2235,ECK120000654,ECK2227,EG10661,ftsB,nrdB"	0	0	0	0	1	" &beta; subunit, ferritin-like,b2235,ECK120000654,ECK120005130,ECK2227,EG10661,ftsB,FtsB,nrdB,NrdB,ribonucleoside diphosphate reductase 1,ribonucleoside-diphosphate reductase 1 subunit &beta;"
"NrdR"	"b0413"	"nrdR"	"ECK120033053"	"NrdR"	NA	"NrdR"	"Local Regulator"	"ECK125147376,ECK125147377,ECK125269405,ECK12T299430"	"NrdR,NrdR-ATP,NrdR-dATP,NrdR-Zn<SUP>2+</SUP>"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0A8D0"	"PF03477"	"NP_414947"	"b0413,ECK120005767,NrdR,YbaD"	"NrdR transcriptional repressor"	"EG11320"	"b0413,ECK0407,ECK120001291,EG11320,nrdR,ybaD"	1	1	1	1	1	"b0413,ECK0407,ECK120001291,ECK120005767,EG11320,NP_414947,nrdR,NrdR,NrdR transcriptional repressor,NrdR-ATP,NrdR-dATP,NrdR-Zn<SUP>2+</SUP>,P0A8D0,ybaD,YbaD"
"NsrR"	"b4178"	"nsrR"	"ECK120016814"	"NsrR"	"inverted-repeat"	"Rrf2"	"Local Regulator"	"ECK125147249,ECK125160621,ECK125269305,ECK125272651"	"NsrR,NsrR-[2Fe-2S]<sup>2+</sup> oxidized,NsrR-[2Fe-2S]reduced,NsrR-nitric oxide"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0AF63"	"PF02082"	"NP_418599"	"b4178,ECK120005668,NsrR,YjeB"	"DNA-binding transcriptional regulator NsrR"	"EG11212"	"b4178,ECK120001192,ECK4174,EG11212,nsrR,yjeB"	1	1	1	1	1	"b4178,DNA-binding transcriptional regulator NsrR,ECK120001192,ECK120005668,ECK4174,EG11212,NP_418599,nsrR,NsrR,NsrR-[2Fe-2S]<sup>2+</sup> oxidized,NsrR-[2Fe-2S]reduced,NsrR-nitric oxide,P0AF63,yjeB,YjeB"
"NtrC"	"b3868"	"glnG"	"ECK125257192"	"NtrC"	"inverted-repeat"	NA	"Local Regulator"	"ECK125269235"	"NtrC-phosphorylated"	"Active"	"Covalent"	"Holo"	"P0AFB8"	"PF00072,PF00158,PF02954"	"NP_418304"	"b3868,ECK120004854,GlnG,GlnT,NtrC,NtrC response regulator"	"DNA-binding transcriptional dual regulator NtrC"	"EG10385"	"b3868,ECK120000378,ECK3861,EG10385,glnG,glnT,ntrC"	1	1	1	1	1	"b3868,DNA-binding transcriptional dual regulator NtrC,ECK120000378,ECK120004854,ECK3861,EG10385,glnG,GlnG,glnT,GlnT,NP_418304,ntrC,NtrC,NtrC response regulator,NtrC-phosphorylated,P0AFB8"
"nusA"	"b3169"	"nusA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b3169,ECK120005134,NusA,transcription termination/antitermination L factor"	"transcription termination/antitermination protein NusA"	"EG10665"	"b3169,ECK120000658,ECK3158,EG10665,nusA"	0	0	0	0	1	"b3169,ECK120000658,ECK120005134,ECK3158,EG10665,nusA,NusA,transcription termination/antitermination L factor,transcription termination/antitermination protein NusA"
"ogrK"	"b2082"	"ogrK"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b2082,ECK120008155,OgrK"	"prophage P2 late control protein OgrK"	"G7119"	"b2082,ECK120003704,ECK2079,G7119,ogrK"	0	0	1	0	0	"b2082,ECK120003704,ECK120008155,ECK2079,G7119,ogrK,OgrK,prophage P2 late control protein OgrK"
"OmpR"	"b3405"	"ompR"	"ECK125257196"	"OmpR"	"direct-repeat"	NA	"Local Regulator"	"ECK125269275,ECK125285356"	"OmpR,OmpR-phosphorylated"	"Active"	"Covalent"	"Apo,Holo"	"P0AA16"	"PF00072,PF00486"	"NP_417864"	"b3405,Cry,ECK120005141,Kmt,OmpB,OmpR,OmpR response regulator"	"DNA-binding transcriptional dual regulator OmpR"	"EG10672"	"b3405,cry,ECK120000665,ECK3392,EG10672,kmt,ompB,ompR"	1	1	1	1	1	"b3405,cry,Cry,DNA-binding transcriptional dual regulator OmpR,ECK120000665,ECK120005141,ECK3392,EG10672,kmt,Kmt,NP_417864,ompB,OmpB,ompR,OmpR,OmpR response regulator,OmpR-phosphorylated,P0AA16"
"OxyR"	"b3961"	"oxyR"	"ECK120011302"	"OxyR"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269276"	"OxyR"	"Active"	NA	NA	"P0ACQ4"	"PF00126,PF03466"	"NP_418396"	"b3961,bifunctional regulatory protein sensor for oxidative stress,ECK120005150,MomR,Mor,OxyR"	"DNA-binding transcriptional dual regulator OxyR"	"EG10681"	"b3961,ECK120000674,ECK3953,EG10681,momR,mor,oxyR"	1	1	1	1	1	"b3961,bifunctional regulatory protein sensor for oxidative stress,DNA-binding transcriptional dual regulator OxyR,ECK120000674,ECK120005150,ECK3953,EG10681,momR,MomR,mor,Mor,NP_418396,oxyR,OxyR,P0ACQ4"
"PaaX"	"b1399"	"paaX"	"ECK120011563"	"PaaX"	"inverted-repeat"	"PaaX"	"Local Regulator"	"ECK125269236,ECK125272670"	"PaaX,PaaX-phenylacetyl-CoA"	"Active,Inactive"	NA	"Apo,Holo"	"P76086"	"PF07848,PF08223"	"NP_415917"	"b1399,ECK120007772,PaaX,YdbY"	"DNA-binding transcriptional repressor PaaX"	"G6720"	"b1399,ECK120003314,ECK1396,G6720,paaX,ydbY"	1	1	1	1	1	"b1399,DNA-binding transcriptional repressor PaaX,ECK120003314,ECK120007772,ECK1396,G6720,NP_415917,P76086,paaX,PaaX,PaaX-phenylacetyl-CoA,ydbY,YdbY"
"PdeL"	"b0315"	"pdeL"	"ECK125242743"	"PdeL"	NA	"LuxR/UhpA"	"Local Regulator"	"ECK125269465"	"PdeL"	"Active"	NA	NA	"P21514"	"PF00196,PF00563"	"NP_414849"	"b0315,ECK120005690,PdeL,YahA"	"DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL"	"EG11236"	"b0315,ECK0313,ECK120001214,EG11236,pdeL,yahA"	1	1	1	0	1	"b0315,DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL,ECK0313,ECK120001214,ECK120005690,EG11236,NP_414849,P21514,pdeL,PdeL,yahA,YahA"
"PdhR"	"b0113"	"pdhR"	"ECK120012246"	"PdhR"	"inverted-repeat"	"GntR"	"Local Regulator"	"ECK125269392,ECK125272684"	"PdhR,PdhR-pyruvate"	"Active,Inactive"	"Allosteric"	"Apo,Holo"	"P0ACL9"	"PF00392,PF07729"	"NP_414655"	"AceC,b0113,ECK120005552,GenA,PdhR,YacB"	"DNA-binding transcriptional dual regulator PdhR"	"EG11088"	"aceC,b0113,ECK0112,ECK120001076,EG11088,genA,pdhR,yacB"	1	1	1	1	1	"aceC,AceC,b0113,DNA-binding transcriptional dual regulator PdhR,ECK0112,ECK120001076,ECK120005552,EG11088,genA,GenA,NP_414655,P0ACL9,pdhR,PdhR,PdhR-pyruvate,yacB,YacB"
"PepA"	"b4260"	"pepA"	"ECK120020634"	"PepA"	"inverted-repeat"	"Aminopeptidase"	"Local Regulator"	"ECK125269433"	"PepA"	"Active"	NA	NA	"P68767"	"PF00883,PF02789"	"NP_418681"	"b4260,CarP,ECK120005162,PepA,XerB"	"aminopeptidase A/I"	"EG10694"	"b4260,carP,ECK120000686,ECK4253,EG10694,pepA,xerB"	1	0	1	1	1	"aminopeptidase A/I,b4260,carP,CarP,ECK120000686,ECK120005162,ECK4253,EG10694,NP_418681,P68767,pepA,PepA,xerB,XerB"
"perR"	"b0254"	"perR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b0254,ECK120007223,PerR"	"CP4-6 prophage; putative transcriptional regulator PerR"	"G6129"	"b0254,ECK0256,ECK120002749,G6129,perR"	0	1	1	0	1	"b0254,CP4-6 prophage; putative transcriptional regulator PerR,ECK0256,ECK120002749,ECK120007223,G6129,perR,PerR"
"PgrR"	"b1328"	"pgrR"	"ECK125158270"	"PgrR"	"inverted-repeat"	"LysR"	"Local Regulator"	"ECK125269237"	"PgrR"	"Active"	NA	NA	"P77333"	"PF00126,PF03466"	"NP_415844"	"b1328,ECK120007718,PgrR,YcjZ"	"DNA-binding transcriptional repressor PgrR"	"G6664"	"b1328,ECK120003259,ECK1325,G6664,pgrR,ycjZ"	1	1	1	1	1	"b1328,DNA-binding transcriptional repressor PgrR,ECK120003259,ECK120007718,ECK1325,G6664,NP_415844,P77333,pgrR,PgrR,ycjZ,YcjZ"
"phnF"	"b4102"	"phnF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b4102,ECK120005183,PhnF"	"putative transcriptional regulator PhnF"	"EG10715"	"b4102,ECK120000707,ECK4095,EG10715,phnF"	0	1	1	0	1	"b4102,ECK120000707,ECK120005183,ECK4095,EG10715,phnF,PhnF,putative transcriptional regulator PhnF"
"PhoB"	"b0399"	"phoB"	"ECK120011306"	"PhoB"	"direct-repeat"	"OmpR"	"Local Regulator"	"ECK125147254,ECK125269258"	"PhoB,PhoB-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P0AFJ5"	"PF00072,PF00486"	"NP_414933"	"b0399,ECK120005195,PhoB,PhoB response regulator,PhoT"	"DNA-binding transcriptional dual regulator PhoB"	"EG10728"	"b0399,ECK0393,ECK120000719,EG10728,phoB,phoRc,phoT"	1	1	1	1	1	"b0399,DNA-binding transcriptional dual regulator PhoB,ECK0393,ECK120000719,ECK120005195,EG10728,NP_414933,P0AFJ5,phoB,PhoB,PhoB response regulator,PhoB-phosphorylated,phoRc,phoT,PhoT"
"PhoP"	"b1130"	"phoP"	"ECK120011492"	"PhoP"	"direct-repeat"	"OmpR"	"Local Regulator"	"ECK125147255,ECK125269265"	"PhoP,PhoP-phosphorylated"	"Active,Inactive"	"Covalent"	"Apo,Holo"	"P23836"	"PF00072,PF00486"	"NP_415648"	"b1130,ECK120005198,PhoP,PhoP response regulator"	"DNA-binding transcriptional dual regulator PhoP"	"EG10731"	"b1130,ECK1116,ECK120000722,EG10731,phoP"	1	1	1	1	1	"b1130,DNA-binding transcriptional dual regulator PhoP,ECK1116,ECK120000722,ECK120005198,EG10731,NP_415648,P23836,phoP,PhoP,PhoP response regulator,PhoP-phosphorylated"
"pinQ"	"b1545"	"pinQ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"b1545,ECK120007864,PinQ,YdfL"	"Qin prophage; putative recombinase PinQ"	"G6819"	"b1545,ECK120003408,ECK1538,G6819,pinQ,ydfL"	0	0	0	0	1	"b1545,ECK120003408,ECK120007864,ECK1538,G6819,pinQ,PinQ,Qin prophage; putative recombinase PinQ,ydfL,YdfL"
